LAPORAN HISTORIS PENGGUNAAN UTILITAS (LISTRIK DAN AIR)
Kawasan Industri Tunas Batam Centre
Periode Billing: Juni 2023 s/d Mei 2026

trx_id,tanggal,tenant_id,properti_id,pemakaian_listrik,pemakaian_air,service_charge_base
2702,2024-10-25,62,253,1043.84,76.16,"Rp. 3.500.000,00"
2703,2024-10-25,63,326,"1.752,68",,"Rp. 1.500.000,00"
2704,2024-10-21,64,131,"Rp. 389.703,87","2.344,38","Rp. 7.500.000,00"
2705,2024-10-20,65,5,25213.06,"1.491,82","Rp. 5.000.000,00"
2706,2024-10-25,66,53,33842.39,"2.805,63",10000000
2707,2024-10-21,67,313,"Rp. 908,75",123.88,"Rp. 1.500.000,00"
2708,2024-10-23,68,242,43222.84,,"Rp. 7.500.000,00"
2709,2024-10-25,69,74,"Rp. 11.994,53","1.651,23","Rp. 5.000.000,00"
2710,2024-10-24,70,219,"Rp. 15.175,21",2770.5,"Rp. 5.000.000,00"
2711,2024-10-25,71,6,29704.54,"2.041,11","Rp. 5.000.000,00"
2712,2024-10-21,72,321,203.93,"119,59","Rp. 2.500.000,00"
2713,2024-10-25,73,271,"Rp. 1.028,60","65,27","Rp. 1.500.000,00"
2714,2024-10-25,74,61,"31.224,11",626.81,5000000
2715,2024-10-25,75,136,"9.143,50",1027.82,10000000
2716,2024-10-25,76,139,"Rp. 310.716,65","2.577,42",5000000
2717,2024-10-25,77,265,"Rp. -453,01",104.44,3500000
2718,2024-10-23,78,126,"Rp. 27.364,48","2.431,52","Rp. 5.000.000,00"
2719,2024-10-22,79,232,15008.3,"1.166,46",5000000
2720,2024-10-22,80,31,"Rp. 25.308,22","825,42","Rp. 5.000.000,00"
2721,2024-10-22,81,205,"42.219,21","2.322,90","Rp. 10.000.000,00"
2722,2024-10-21,82,47,40370.08,"2.517,15",5000000
2723,2024-10-20,83,222,"Rp. 14.317,12","749,67","Rp. 5.000.000,00"
2724,2024-10-21,84,3,"Rp. 15.225,35","642,68","Rp. 7.500.000,00"
2725,2024-10-23,85,157,"40.846,25","1.216,99","Rp. 7.500.000,00"
2726,2024-10-25,86,160,"Rp. 19.407,43","2.473,35",7500000
2727,2024-10-25,87,203,"Rp. 5.969,15",,5000000
2728,2024-10-25,88,107,41815.73,"1.842,77","Rp. 10.000.000,00"
2729,2024-10-20,89,153,44874.53,"2.242,56",10000000
2730,2024-10-24,90,250,Rusak,"2.808,10","Rp. 10.000.000,00"
2731,2024-10-22,91,48,"Rp. 32.182,14","588,59","Rp. 5.000.000,00"
2732,2024-10-24,92,212,"119.609,53",,"Rp. 7.500.000,00"
2733,2024-10-21,93,172,"Rp. 26.136,92",Tanpa Catatan,10000000
2734,2024-10-22,94,78,"Rp. 21.882,07","707,89","Rp. 5.000.000,00"
2735,2024-10-23,95,85,31315.01,"649,70",10000000
2736,2024-10-21,96,39,"Rp. 30.278,14","2.209,41","Rp. 7.500.000,00"
2737,2024-10-25,97,325,418.95,"79,61","Rp. 2.500.000,00"
2738,2024-10-25,98,158,"Rp. 41.102,55",950.03,"Rp. 10.000.000,00"
2739,2024-10-22,99,288,"1.895,11",108.77,"Rp. 2.500.000,00"
2740,2024-10-25,100,14,"364.219,83","1.938,14",7500000
2741,2024-10-21,101,202,"483.027,51","2.607,50","Rp. 10.000.000,00"
2742,2024-10-23,102,293,281.52,"52,27","Rp. 1.500.000,00"
2743,2024-10-21,103,319,"1.449,56","72,04","Rp. 1.500.000,00"
2744,2024-10-25,104,236,"22.409,14",1948.43,"Rp. 5.000.000,00"
2745,2024-10-23,105,65,-31836.3,2950.72,"Rp. 7.500.000,00"
2746,2024-10-24,106,34,23722.81,"2.813,10","Rp. 5.000.000,00"
2747,2024-10-25,107,1,"40.122,33","1.301,77","Rp. 7.500.000,00"
2748,2024-10-21,108,252,"1.896,02","142,14","Rp. 3.500.000,00"
2749,2024-10-22,109,181,"32.433,03","901,37","Rp. 10.000.000,00"
2750,2024-10-23,110,169,"Rp. 39.534,06",,"Rp. 10.000.000,00"
2751,2024-10-20,111,204,"Rp. 40.005,61","1.160,51","Rp. 5.000.000,00"
2752,2024-10-23,112,312,"Rp. 603,08","84,44","Rp. 2.500.000,00"
2753,2024-10-24,113,38,"5.868,27","2.590,89","Rp. 7.500.000,00"
2754,2024-10-21,114,101,"Rp. 7.138,83","2.174,73","Rp. 5.000.000,00"
2755,2024-10-25,115,260,"977,95",131.86,"Rp. 1.500.000,00"
2756,2024-10-20,116,183,"Rp. -38.882,00","1.551,32",7500000
2757,2024-10-22,117,83,"31.140,98",568.74,"Rp. 5.000.000,00"
2758,2024-10-23,118,35,27958.33,"2.817,96","Rp. 5.000.000,00"
2759,2024-10-23,119,123,"33.780,25","1.103,30","Rp. 10.000.000,00"
2760,2024-10-25,120,225,"-37.560,85",1502.58,"Rp. 7.500.000,00"
2761,2024-10-20,121,228,32638.95,"858,96",10000000
2762,2024-10-21,122,120,"Rp. 39.201,21","2.918,81","Rp. 7.500.000,00"
2763,2024-10-25,123,129,"Rp. 39.648,00","2.892,99","Rp. 7.500.000,00"
2764,2024-10-22,124,217,"Rp. 23.407,69","755,71","Rp. 5.000.000,00"
2765,2024-10-23,125,213,13880.7,"1.394,01","Rp. 5.000.000,00"
2766,2024-10-22,126,304,"1.917,91","31,91","Rp. 1.500.000,00"
2767,2024-10-23,127,246,-6110.75,"1.749,17","Rp. 5.000.000,00"
2768,2024-10-21,128,307,1386.14,30.85,"Rp. 1.500.000,00"
2769,2024-10-20,129,33,"32.090,69","1.152,69",5000000
2770,2024-10-20,130,132,-15833.82,1353.48,"Rp. 10.000.000,00"
2771,2024-10-23,131,173,17633.23,"1.106,06","Rp. 5.000.000,00"
2772,2024-10-22,132,113,"Rp. 36.218,37",2497.09,"Rp. 10.000.000,00"
2773,2024-10-20,133,49,17672.97,"1.374,84","Rp. 7.500.000,00"
2774,2024-10-20,134,221,"Rp. 35.403,26","1.343,77","Rp. 7.500.000,00"
2775,2024-10-22,135,147,31846.57,"2.657,02","Rp. 7.500.000,00"
2776,2024-10-20,136,327,"Rp. 738,20","147,86","Rp. 3.500.000,00"
2777,2024-10-22,137,77,37765.58,1068.33,"Rp. 10.000.000,00"
2778,2024-10-22,138,283,"1.506,11","106,49","Rp. 1.500.000,00"
2779,2024-10-20,139,220,"Rp. 19.397,89","1.681,02","Rp. 10.000.000,00"
2780,2024-10-22,140,211,"Rp. 6.171,84","1.735,79","Rp. 5.000.000,00"
2781,2024-10-21,141,272,"711,11","67,80","Rp. 2.500.000,00"
2782,2024-10-21,142,324,354036.3,"96,21","Rp. 1.500.000,00"
2783,2024-10-25,143,239,"38.150,11","2.778,98",7500000
2784,2024-10-20,144,240,"40.130,26","1.477,70","Rp. 10.000.000,00"
2785,2024-10-23,145,141,"Rp. 39.387,86",,"Rp. 5.000.000,00"
2786,2024-10-24,146,20,"23.307,16","1.066,21","Rp. 7.500.000,00"
2787,2024-10-20,147,149,"37.207,92","1.368,05","Rp. 7.500.000,00"
2788,2024-10-21,148,111,N/A,"2.682,73","Rp. 7.500.000,00"
2789,2024-10-23,149,290,1830.82,"132,07",2500000
2790,2024-10-25,150,226,"Rp. 26.596,51",Rusak,"Rp. 5.000.000,00"
2791,2024-10-22,118,188,5052.47,"1.834,21","Rp. 10.000.000,00"
2792,2024-10-23,145,178,"40.343,11","2.943,82","Rp. 10.000.000,00"
2793,2024-10-23,26,133,19733.14,2994.47,"Rp. 5.000.000,00"
2794,2024-10-21,19,66,"24.287,88","2.757,26","Rp. 10.000.000,00"
2795,2024-10-23,138,274,"866,81","38,20",3500000
2796,2024-10-22,55,209,"44.211,83","1.363,82","Rp. 10.000.000,00"
2797,2024-10-24,130,216,5882.63,,"Rp. 5.000.000,00"
2798,2024-10-24,68,182,13513.64,"2.505,55","Rp. 5.000.000,00"
2798,2024-10-20,34,145,"Rp. 27.694,04",,"Rp. 7.500.000,00"
2800,2024-10-22,90,110,"Rp. 38.177,52","2.619,14",5000000
2801,22/10/2024,18,135,"22.227,17","1.018,91","Rp. 7.500.000,00"
2802,2024-10-25,63,273,"1.177,49",61.55,"Rp. 1.500.000,00"
2803,22/10/2024,95,64,"Rp. 10.149,11","519,59","Rp. 5.000.000,00"
2803,2024-10-23,73,291,411284.86,"105,67","Rp. 2.500.000,00"
2805,2024-10-20,41,243,"20.547,93","2.345,56",7500000
2806,2024-11-25,1,45,"Rp. 35.985,18",,"Rp. 5.000.000,00"
2807,2024-11-21,2,99,"Rp. 302.803,45","1.809,10","Rp. 7.500.000,00"
2808,2024-11-24,3,185,31006.85,,10000000
2809,2024-11-24,4,124,"Rp. 41.275,15","1.715,86","Rp. 5.000.000,00"
2810,2024-11-20,5,122,Rusak,"752,16","Rp. 10.000.000,00"
2811,2024-11-21,6,168,41564.68,1364.36,10000000
2811,2024-11-25,7,270,"Rp. 1.820,13","61,38","Rp. 2.500.000,00"
2813,2024-11-23,8,10,"34.085,20","1.244,11","Rp. 7.500.000,00"
2814,2024-11-20,9,289,1860.22,"103,51","Rp. 2.500.000,00"
2815,2024-11-21,10,177,"Rp. 43.187,27",1716.53,"Rp. 10.000.000,00"
2816,2024-11-23,11,198,"Rp. 28.768,02","1.188,86",10000000
2817,2024-11-24,12,114,"26.115,08","2.562,28",7500000
2818,2024-11-24,13,4,"24.431,16","2.155,51","Rp. 7.500.000,00"
2819,2024-11-23,14,52,"23.528,96",,"Rp. 10.000.000,00"
2820,2024-11-23,15,16,"42.112,66","1.892,75","Rp. 10.000.000,00"
2821,2024-11-20,16,90,"Rp. 34.585,63","966,79","Rp. 7.500.000,00"
2822,2024-11-23,17,210,"Rp. 38.297,32",1949.06,"Rp. 7.500.000,00"
2823,2024-11-22,18,86,"6.455,02",Tanpa Catatan,"Rp. 5.000.000,00"
2824,2024-11-21,19,116,"-42.710,70","2.838,73",5000000
2825,2024-11-21,20,22,5169.93,"2.116,77",5000000
2826,2024-11-25,21,104,"Rp. 21.466,65",1492.09,7500000
2827,2024-11-22,22,106,5037.17,"867,06","Rp. 5.000.000,00"
2828,23/11/2024,23,201,"21.555,90","850,37","Rp. 7.500.000,00"
2829,2024-11-20,24,244,"25.333,83",2252.8,"Rp. 7.500.000,00"
2830,2024-11-22,25,62,"Rp. 7.790,10",1360.66,"Rp. 7.500.000,00"
2831,2024-11-24,26,30,"5.818,82","2.147,17","Rp. 10.000.000,00"
2832,2024-11-23,27,127,"18.802,04",1641.37,"Rp. 7.500.000,00"
2833,2024-11-22,28,223,"Rp. 41.540,44","1.702,07","Rp. 10.000.000,00"
2834,2024-11-20,29,73,"11.949,66","1.769,66",10000000
2835,2024-11-23,30,46,"357.301,64","949,84","Rp. 10.000.000,00"
2836,2024-11-25,31,322,"Rp. 410,56","39,16","Rp. 1.500.000,00"
2837,2024-11-20,32,175,"Rp. 18.151,15","2.121,17","Rp. 5.000.000,00"
2838,2024-11-21,33,214,"11.541,52","2.092,94",5000000
2839,2024-11-23,34,105,"30.425,88",1639.32,"Rp. 7.500.000,00"
2840,2024-11-25,35,297,"1.877,01","112,79","Rp. 1.500.000,00"
2841,2024-11-20,36,96,"14.664,69",2010.66,"Rp. 10.000.000,00"
2842,24/11/2024,37,67,"Rp. 17.021,67","1.192,78","Rp. 5.000.000,00"
2843,2024-11-20,38,165,21776.38,"2.794,85","Rp. 5.000.000,00"
2844,2024-11-20,39,249,"18.259,71",1059.7,"Rp. 5.000.000,00"
2845,2024-11-24,40,200,"Rp. 21.920,85","736,92","Rp. 7.500.000,00"
2845,2024-11-21,41,79,"148.249,83","1.804,51","Rp. 7.500.000,00"
2847,2024-11-21,42,284,"1.702,43","69,80",3500000
2848,2024-11-23,43,80,"Rp. 41.433,12","2.190,81","Rp. 7.500.000,00"
2849,2024-11-25,44,13,"29.103,68","2.332,26","Rp. 7.500.000,00"
2850,2024-11-25,45,311,"Rp. 1.339,39",106.99,"Rp. 3.500.000,00"
2851,2024-11-24,46,197,26117.7,"513,85",7500000
2852,2024-11-25,47,150,10223.21,"547,35",7500000
2853,2024-11-23,48,28,Rusak,Rusak,"Rp. 7.500.000,00"
2854,22/11/2024,49,82,"17.163,92","1.425,36","Rp. 10.000.000,00"
2855,2024-11-23,50,100,"Rp. 25.786,08","2.035,77","Rp. 10.000.000,00"
2856,2024-11-25,51,235,"38.507,81","2.876,93","Rp. 7.500.000,00"
2857,2024-11-23,52,11,30397.81,"2.580,35",5000000
2858,2024-11-24,53,134,"29.156,03","1.050,63","Rp. 7.500.000,00"
2859,2024-11-24,54,299,"Rp. 713,17",,3500000
2860,2024-11-24,55,125,"25.524,62","2.377,40","Rp. 10.000.000,00"
2861,2024-11-22,56,43,26515.66,1577.01,"Rp. 5.000.000,00"
2862,2024-11-23,57,224,"Rp. -37.574,94","1.976,02","Rp. 7.500.000,00"
2863,2024-11-22,58,300,"Rp. -1.517,37","145,72","Rp. 2.500.000,00"
2864,2024-11-24,59,112,"Rp. 16.142,20","2.099,69","Rp. 10.000.000,00"
2865,2024-11-22,60,121,Meteran Mati,"2.317,81","Rp. 10.000.000,00"
2866,2024-11-24,61,154,"Rp. 18.884,67",2513.53,"Rp. 5.000.000,00"
2867,2024-11-20,62,253,"Rp. 300.213,13",122.65,3500000
2868,2024-11-20,63,326,"Rp. 1.349,64","133,24",2500000
2869,20/11/2024,64,131,"25.755,14",,"Rp. 10.000.000,00"
2870,2024-11-25,65,5,"Rp. 7.348,79","708,78","Rp. 5.000.000,00"
2871,2024-11-21,66,53,"21.773,80","2.113,17","Rp. 5.000.000,00"
2872,2024-11-25,67,313,"1.657,66","50,21","Rp. 2.500.000,00"
2873,2024-11-22,68,242,"Rp. 25.246,17","1.086,97","Rp. 10.000.000,00"
2874,2024-11-21,69,74,"18.554,84",1513.5,7500000
2875,2024-11-20,70,219,"Rp. 5.556,99","2.395,24","Rp. 10.000.000,00"
2876,2024-11-25,71,6,"Rp. 27.757,53","2.494,20","Rp. 7.500.000,00"
2877,2024-11-25,72,321,"786,93","88,02","Rp. 2.500.000,00"
2878,2024-11-22,73,271,"-540,69","115,23","Rp. 2.500.000,00"
2879,2024-11-25,74,61,"Rp. 10.319,16","2.191,10","Rp. 7.500.000,00"
2880,2024-11-25,75,136,"34.890,60","2.970,51",5000000
2881,2024-11-21,76,139,13461.76,"1.718,88",5000000
2882,2024-11-25,77,265,1249.98,"116,02",1500000
2883,2024-11-21,78,126,"Rp. 12.810,13","2.112,90","Rp. 7.500.000,00"
2884,23/11/2024,79,232,"Rp. 35.864,42","2.577,80","Rp. 10.000.000,00"
2885,2024-11-20,80,31,34155.7,"1.925,75","Rp. 10.000.000,00"
2886,25/11/2024,81,205,"Rp. 43.974,30","1.790,74","Rp. 10.000.000,00"
2887,2024-11-24,82,47,"Rp. 20.064,16","1.332,64","Rp. 10.000.000,00"
2888,2024-11-22,83,222,"Rp. 32.004,48","2.557,36",10000000
2889,2024-11-23,84,3,"11.976,79","2.897,11","Rp. 10.000.000,00"
2890,2024-11-25,85,157,9517.18,"996,01","Rp. 7.500.000,00"
2891,2024-11-22,86,160,"32.357,95","1.760,76","Rp. 7.500.000,00"
2892,2024-11-24,87,203,"Rp. 27.212,96","1.890,35","Rp. 5.000.000,00"
2893,2024-11-23,88,107,"Rp. 17.366,78","518,43","Rp. 5.000.000,00"
2894,2024-11-23,89,153,"26.035,31",N/A,"Rp. 5.000.000,00"
2895,2024-11-21,90,250,40527.71,,"Rp. 10.000.000,00"
2896,2024-11-24,91,48,7577.42,"1.492,39",10000000
2897,2024-11-23,92,212,"8.638,90","1.991,89","Rp. 5.000.000,00"
2898,2024-11-20,93,172,"30.310,74","1.205,85",5000000
2899,2024-11-25,94,78,"Rp. 33.410,28","1.553,03",7500000
2900,2024-11-23,95,85,-9019.79,1053.35,"Rp. 5.000.000,00"
2901,2024-11-23,96,39,"Rp. 30.509,01","1.003,84","Rp. 10.000.000,00"
2902,2024-11-24,97,325,"104.665,57","33,15","Rp. 2.500.000,00"
2903,2024-11-25,98,158,9851.08,1478.32,"Rp. 5.000.000,00"
2904,2024-11-20,99,288,"Rp. 722,82","131,85","Rp. 2.500.000,00"
2905,2024-11-21,100,14,"26.901,89","2.010,00",7500000
2906,2024-11-22,101,202,"41.144,26",1682.9,"Rp. 7.500.000,00"
2907,2024-11-25,102,293,"1.783,57","133,15","Rp. 3.500.000,00"
2908,2024-11-22,103,319,"711,75",68.96,"Rp. 2.500.000,00"
2909,2024-11-22,104,236,"19.728,12","538,31","Rp. 10.000.000,00"
2910,2024-11-24,105,65,"Rp. 22.963,14",,"Rp. 7.500.000,00"
2911,2024-11-22,106,34,"-33.390,63","2.162,54","Rp. 7.500.000,00"
2912,2024-11-22,107,1,13086.15,"2.146,05",5000000
2913,2024-11-24,108,252,"Rp. 373,19","52,15",2500000
2914,2024-11-22,109,181,"Rp. 9.132,91","2.402,10",10000000
2915,2024-11-22,110,169,"38.468,72","2.999,93","Rp. 7.500.000,00"
2916,2024-11-22,111,204,"44.367,99","2.912,37","Rp. 10.000.000,00"
2917,2024-11-22,112,312,Rusak,"50,99","Rp. 3.500.000,00"
2918,2024-11-22,113,38,"Rp. 9.712,83",2406.38,"Rp. 5.000.000,00"
2919,2024-11-23,114,101,"Rp. 43.830,34","1.722,47","Rp. 5.000.000,00"
2920,2024-11-20,115,260,Meteran Mati,,3500000
2921,2024-11-21,116,183,44130.78,,7500000
2922,2024-11-23,117,83,36939.26,"1.677,06","Rp. 10.000.000,00"
2923,2024-11-24,118,35,"Rp. 27.527,85","950,14",7500000
2924,2024-11-21,119,123,"Rp. 6.611,60",1522.68,"Rp. 7.500.000,00"
2924,2024-11-25,120,225,"Rp. 28.091,98","1.767,54","Rp. 7.500.000,00"
2926,2024-11-21,121,228,"Rp. 39.627,92","1.569,40","Rp. 5.000.000,00"
2927,2024-11-23,122,120,"Rp. 31.958,60","2.289,37","Rp. 7.500.000,00"
2928,2024-11-25,123,129,35004.49,"2.332,46",7500000
2929,2024-11-20,124,217,"20.857,09",Tanpa Catatan,"Rp. 10.000.000,00"
2930,2024-11-20,125,213,31715.83,1684.81,"Rp. 10.000.000,00"
2931,2024-11-20,126,304,"1.317,48","117,64","Rp. 3.500.000,00"
2932,2024-11-25,127,246,"Rp. 37.461,04","1.643,78","Rp. 7.500.000,00"
2933,2024-11-21,128,307,"Rp. -749,95","20,88","Rp. 1.500.000,00"
2934,2024-11-20,129,33,"Rp. 12.903,54","2.226,09",7500000
2935,2024-11-21,130,132,"19.551,15","2.745,18","Rp. 10.000.000,00"
2936,2024-11-20,131,173,"304.360,03","2.314,93","Rp. 10.000.000,00"
2937,2024-11-20,132,113,"8.523,05",1701.93,"Rp. 5.000.000,00"
2938,2024-11-25,133,49,"40.710,41","2.913,85","Rp. 5.000.000,00"
2939,2024-11-21,134,221,"42.856,88","2.440,71","Rp. 5.000.000,00"
2940,2024-11-22,135,147,"Rp. 7.079,43",2237.55,"Rp. 7.500.000,00"
2941,2024-11-25,136,327,"-389,35","147,99","Rp. 1.500.000,00"
2942,2024-11-25,137,77,22029.14,N/A,"Rp. 5.000.000,00"
2943,2024-11-25,138,283,"319,28","51,22",3500000
2944,2024-11-21,139,220,"14.863,60","2.353,34",7500000
2945,2024-11-21,140,211,"16.063,00","1.348,00",5000000
2946,2024-11-20,141,272,1796.04,,"Rp. 2.500.000,00"
2947,2024-11-21,142,324,"Rp. 1.661,62",42.5,"Rp. 2.500.000,00"
2948,2024-11-24,143,239,"Rp. 5.102,16",,"Rp. 10.000.000,00"
2949,2024-11-24,144,240,265281.48,"1.438,31","Rp. 7.500.000,00"
2950,2024-11-22,145,141,"36.628,11",2196.04,"Rp. 5.000.000,00"
2951,2024-11-22,146,20,"Rp. 19.595,51","1.686,95","Rp. 10.000.000,00"
2952,2024-11-25,147,149,"24.153,80",Rusak,10000000
2953,2024-11-21,148,111,"31.399,65","984,20","Rp. 5.000.000,00"
2954,2024-11-21,149,290,"Rp. 1.442,85","134,25","Rp. 2.500.000,00"
2955,2024-11-25,150,226,"19.908,87","1.088,67","Rp. 10.000.000,00"
2956,2024-11-20,118,188,9612.6,1665.63,"Rp. 7.500.000,00"
2957,2024-11-22,145,178,"Rp. 34.725,34",802.35,"Rp. 10.000.000,00"
2958,2024-11-23,26,133,"Rp. 42.580,16",2216.27,"Rp. 5.000.000,00"
2959,2024-11-25,19,66,39103.98,1892.54,"Rp. 5.000.000,00"
2960,2024-11-24,138,274,"Rp. 1.936,84","26,84","Rp. 1.500.000,00"
2961,2024-11-24,55,209,"13.724,87","698,91","Rp. 7.500.000,00"
2962,2024-11-23,130,216,"40.336,05",1194.58,"Rp. 7.500.000,00"
2963,2024-11-22,68,182,Meteran Mati,"1.566,08",10000000
2964,2024-11-22,34,145,"32.708,06","1.308,88","Rp. 5.000.000,00"
2965,2024-11-24,90,110,"18.743,59",876.4,"Rp. 10.000.000,00"
2966,2024-11-22,18,135,"Rp. 9.956,26","1.131,38","Rp. 5.000.000,00"
2967,2024-11-24,63,273,"Rp. 176.555,81",20.06,"Rp. 3.500.000,00"
2968,2024-11-23,95,64,"Rp. 44.992,68","1.695,36","Rp. 7.500.000,00"
2969,2024-11-21,73,291,"Rp. 1.731,52",73.45,"Rp. 2.500.000,00"
2970,2024-11-21,41,243,"Rp. -37.770,55","1.789,28","Rp. 7.500.000,00"
2971,2024-12-22,1,45,"Rp. 43.632,33","2.124,60",7500000
2972,2024-12-23,2,99,"11.540,80","522,88","Rp. 5.000.000,00"
2973,2024-12-23,3,185,"6.533,91",699.08,"Rp. 5.000.000,00"
2974,2024-12-23,4,124,"Rp. 32.580,44",2237.98,"Rp. 5.000.000,00"
2975,2024-12-22,5,122,"Rp. 29.622,08",2761.27,5000000
2976,2024-12-21,6,168,21576.72,"663,32","Rp. 5.000.000,00"
2977,2024-12-23,7,270,1342.17,"75,64","Rp. 3.500.000,00"
2978,2024-12-21,8,10,"Rp. 11.940,96",1150.77,"Rp. 10.000.000,00"
2979,2024-12-24,9,289,"1.667,55",54.08,"Rp. 1.500.000,00"
2980,2024-12-25,10,177,"Rp. 35.344,46","2.455,43","Rp. 10.000.000,00"
2981,2024-12-25,11,198,"19.972,16","2.692,34","Rp. 5.000.000,00"
2982,2024-12-21,12,114,"Rp. 22.230,28","739,28","Rp. 10.000.000,00"
2983,2024-12-24,13,4,N/A,"1.125,65","Rp. 5.000.000,00"
2984,2024-12-21,14,52,"440.788,89","2.889,59","Rp. 10.000.000,00"
2985,2024-12-22,15,16,11362.34,1470.92,5000000
2986,2024-12-20,16,90,"19.858,70","2.491,64","Rp. 10.000.000,00"
2987,2024-12-21,17,210,"25.183,36","1.383,72","Rp. 7.500.000,00"
2988,2024-12-20,18,86,"25.737,29","530,29","Rp. 5.000.000,00"
2989,2024-12-25,19,116,35147.39,Rusak,"Rp. 7.500.000,00"
2990,2024-12-20,20,22,"Rp. 19.267,24","1.630,00","Rp. 7.500.000,00"
2991,22/12/2024,21,104,"Rp. 44.234,89","1.020,39","Rp. 5.000.000,00"
2992,2024-12-21,22,106,"Rp. 24.106,60",Rusak,"Rp. 10.000.000,00"
2993,2024-12-20,23,201,"43.815,90","680,04","Rp. 7.500.000,00"
2994,2024-12-20,24,244,"Rp. 27.925,59","1.366,42","Rp. 7.500.000,00"
2995,2024-12-23,25,62,"Rp. 25.995,66",,7500000
2996,2024-12-25,26,30,"Rp. 15.711,68","2.873,50",10000000
2997,2024-12-22,27,127,-16230.9,"789,20",7500000
2998,2024-12-23,28,223,"Rp. 364.281,16","649,91","Rp. 5.000.000,00"
2999,2024-12-25,29,73,30508.71,2195.02,"Rp. 10.000.000,00"
3000,2024-12-24,30,46,"Rp. 28.562,81",Tanpa Catatan,"Rp. 7.500.000,00"
3000,2024-12-24,31,322,"1.489,22",,1500000
3002,2024-12-22,32,175,"Rp. -11.963,89",2468.82,"Rp. 5.000.000,00"
3003,2024-12-20,33,214,"Rp. 8.574,41","1.560,97",10000000
3004,25/12/2024,34,105,"43.313,32","2.954,62",5000000
3005,2024-12-25,35,297,"Rp. 1.800,25",N/A,"Rp. 2.500.000,00"
3006,2024-12-23,36,96,23577.02,Tanpa Catatan,5000000
3007,2024-12-24,37,67,"Rp. 41.012,04","2.935,44","Rp. 7.500.000,00"
3008,2024-12-23,38,165,30791.14,"1.185,23","Rp. 10.000.000,00"
3009,2024-12-25,39,249,"Rp. 12.429,28","930,99","Rp. 7.500.000,00"
3010,2024-12-25,40,200,"6.360,26","2.312,86",10000000
3011,2024-12-24,41,79,"19.045,88","2.988,98","Rp. 5.000.000,00"
3012,2024-12-25,42,284,1463.63,"66,98","Rp. 3.500.000,00"
3013,2024-12-20,43,80,"32.339,43","2.771,66",5000000
3014,2024-12-24,44,13,"28.027,51","644,96","Rp. 5.000.000,00"
3015,21/12/2024,45,311,"Rp. 1.307,97","139,49","Rp. 1.500.000,00"
3016,2024-12-21,46,197,"Rp. 21.283,04","1.749,44","Rp. 5.000.000,00"
3017,2024-12-24,47,150,"Rp. 28.569,29","1.891,22","Rp. 7.500.000,00"
3018,2024-12-21,48,28,"-20.733,96","1.506,07","Rp. 7.500.000,00"
3019,2024-12-22,49,82,"Rp. 38.792,15","1.502,79","Rp. 7.500.000,00"
3020,2024-12-24,50,100,"Rp. 109.203,52","572,91","Rp. 10.000.000,00"
3021,2024-12-22,51,235,"Rp. 14.033,79","2.166,23",5000000
3022,2024-12-25,52,11,"Rp. 16.477,51",,"Rp. 10.000.000,00"
3023,2024-12-20,53,134,"17.456,13",766.58,"Rp. 7.500.000,00"
3024,2024-12-23,54,299,"Rp. 1.690,97","85,84","Rp. 3.500.000,00"
3025,22/12/2024,55,125,"32.892,30",Tanpa Catatan,"Rp. 7.500.000,00"
3026,2024-12-24,56,43,"Rp. 26.046,43",2142.55,"Rp. 5.000.000,00"
3027,2024-12-21,57,224,"18.031,71","2.372,12",5000000
3028,2024-12-20,58,300,N/A,,"Rp. 1.500.000,00"
3029,2024-12-25,59,112,"232.871,91","1.778,64","Rp. 5.000.000,00"
3030,2024-12-23,60,121,"Rp. 41.334,02",2996.41,"Rp. 5.000.000,00"
3031,2024-12-23,61,154,"30.901,53","918,34","Rp. 7.500.000,00"
3032,2024-12-21,62,253,"Rp. 1.315,37","41,67","Rp. 3.500.000,00"
3033,2024-12-24,63,326,"Rp. 1.588,45",102.78,"Rp. 3.500.000,00"
3034,2024-12-24,64,131,"38.809,31","871,27","Rp. 10.000.000,00"
3035,2024-12-22,65,5,13318.25,2245.5,5000000
3036,2024-12-20,66,53,"Rp. 23.720,65","1.319,37",10000000
3036,2024-12-21,67,313,"1.212,36","100,08","Rp. 1.500.000,00"
3038,25/12/2024,68,242,"Rp. 27.105,09",,7500000
3039,2024-12-22,69,74,"23.273,25","551,66","Rp. 10.000.000,00"
3040,2024-12-25,70,219,"Rp. 37.771,24",,"Rp. 7.500.000,00"
3041,2024-12-24,71,6,"Rp. 10.108,55","1.027,66",5000000
3042,2024-12-24,72,321,907.66,"104,61",1500000
3042,2024-12-25,73,271,"Rp. 719,92",70.22,"Rp. 1.500.000,00"
3044,2024-12-24,74,61,"Rp. 14.993,83","2.102,36","Rp. 7.500.000,00"
3045,2024-12-24,75,136,"18.769,77","1.122,98","Rp. 7.500.000,00"
3046,2024-12-23,76,139,"Rp. 17.950,94","1.460,43","Rp. 10.000.000,00"
3047,2024-12-24,77,265,"280,93","26,99","Rp. 2.500.000,00"
3048,2024-12-22,78,126,"Rp. 23.204,85",,"Rp. 5.000.000,00"
3049,2024-12-24,79,232,"39.110,00","1.806,44","Rp. 10.000.000,00"
3050,2024-12-25,80,31,"Rp. 31.606,86","1.115,38","Rp. 10.000.000,00"
3051,2024-12-23,81,205,"Rp. 32.885,45","1.651,96",5000000
